,0,1,2,3,4,5,6,Xt
148,4100500.0,1827500.0,2380300.0,2395000.0,1202400.0,1679600.0,2980300.0,5546900.0
149,1827500.0,2380300.0,2395000.0,1202400.0,1679600.0,2980300.0,5546900.0,2639200.0
150,2380300.0,2395000.0,1202400.0,1679600.0,2980300.0,5546900.0,2639200.0,601800.0
151,2395000.0,1202400.0,1679600.0,2980300.0,5546900.0,2639200.0,601800.0,5790500.0
152,1202400.0,1679600.0,2980300.0,5546900.0,2639200.0,601800.0,5790500.0,1103500.0
153,1679600.0,2980300.0,5546900.0,2639200.0,601800.0,5790500.0,1103500.0,2914000.0
154,2980300.0,5546900.0,2639200.0,601800.0,5790500.0,1103500.0,2914000.0,2470500.0
155,5546900.0,2639200.0,601800.0,5790500.0,1103500.0,2914000.0,2470500.0,2912200.0
156,2639200.0,601800.0,5790500.0,1103500.0,2914000.0,2470500.0,2912200.0,2789900.0
157,601800.0,5790500.0,1103500.0,2914000.0,2470500.0,2912200.0,2789900.0,1720000.0
158,5790500.0,1103500.0,2914000.0,2470500.0,2912200.0,2789900.0,1720000.0,2069200.0
159,1103500.0,2914000.0,2470500.0,2912200.0,2789900.0,1720000.0,2069200.0,2999700.0
160,2914000.0,2470500.0,2912200.0,2789900.0,1720000.0,2069200.0,2999700.0,6200100.0
161,2470500.0,2912200.0,2789900.0,1720000.0,2069200.0,2999700.0,6200100.0,7513200.0
162,2912200.0,2789900.0,1720000.0,2069200.0,2999700.0,6200100.0,7513200.0,2974400.0
163,2789900.0,1720000.0,2069200.0,2999700.0,6200100.0,7513200.0,2974400.0,3261500.0
164,1720000.0,2069200.0,2999700.0,6200100.0,7513200.0,2974400.0,3261500.0,41538800.0
165,2069200.0,2999700.0,6200100.0,7513200.0,2974400.0,3261500.0,41538800.0,18837900.0
166,2999700.0,6200100.0,7513200.0,2974400.0,3261500.0,41538800.0,18837900.0,19067000.0
167,6200100.0,7513200.0,2974400.0,3261500.0,41538800.0,18837900.0,19067000.0,22330000.0
168,7513200.0,2974400.0,3261500.0,41538800.0,18837900.0,19067000.0,22330000.0,24736300.0
169,2974400.0,3261500.0,41538800.0,18837900.0,19067000.0,22330000.0,24736300.0,14158200.0
170,3261500.0,41538800.0,18837900.0,19067000.0,22330000.0,24736300.0,14158200.0,9498200.0
171,41538800.0,18837900.0,19067000.0,22330000.0,24736300.0,14158200.0,9498200.0,6193600.0
172,18837900.0,19067000.0,22330000.0,24736300.0,14158200.0,9498200.0,6193600.0,4752700.0
173,19067000.0,22330000.0,24736300.0,14158200.0,9498200.0,6193600.0,4752700.0,2268900.0
174,22330000.0,24736300.0,14158200.0,9498200.0,6193600.0,4752700.0,2268900.0,4552900.0
175,24736300.0,14158200.0,9498200.0,6193600.0,4752700.0,2268900.0,4552900.0,3522700.0
176,14158200.0,9498200.0,6193600.0,4752700.0,2268900.0,4552900.0,3522700.0,2740200.0
177,9498200.0,6193600.0,4752700.0,2268900.0,4552900.0,3522700.0,2740200.0,986400.0
178,6193600.0,4752700.0,2268900.0,4552900.0,3522700.0,2740200.0,986400.0,4747800.0
179,4752700.0,2268900.0,4552900.0,3522700.0,2740200.0,986400.0,4747800.0,6940800.0
180,2268900.0,4552900.0,3522700.0,2740200.0,986400.0,4747800.0,6940800.0,4633500.0
181,4552900.0,3522700.0,2740200.0,986400.0,4747800.0,6940800.0,4633500.0,4858400.0
182,3522700.0,2740200.0,986400.0,4747800.0,6940800.0,4633500.0,4858400.0,752700.0
183,2740200.0,986400.0,4747800.0,6940800.0,4633500.0,4858400.0,752700.0,1646500.0
184,986400.0,4747800.0,6940800.0,4633500.0,4858400.0,752700.0,1646500.0,1816600.0
185,4747800.0,6940800.0,4633500.0,4858400.0,752700.0,1646500.0,1816600.0,3189700.0
186,6940800.0,4633500.0,4858400.0,752700.0,1646500.0,1816600.0,3189700.0,2036400.0
187,4633500.0,4858400.0,752700.0,1646500.0,1816600.0,3189700.0,2036400.0,4621800.0
188,4858400.0,752700.0,1646500.0,1816600.0,3189700.0,2036400.0,4621800.0,4683200.0
189,752700.0,1646500.0,1816600.0,3189700.0,2036400.0,4621800.0,4683200.0,2023200.0
190,1646500.0,1816600.0,3189700.0,2036400.0,4621800.0,4683200.0,2023200.0,1762300.0
191,1816600.0,3189700.0,2036400.0,4621800.0,4683200.0,2023200.0,1762300.0,6562900.0
192,3189700.0,2036400.0,4621800.0,4683200.0,2023200.0,1762300.0,6562900.0,3330100.0
193,2036400.0,4621800.0,4683200.0,2023200.0,1762300.0,6562900.0,3330100.0,1752300.0
194,4621800.0,4683200.0,2023200.0,1762300.0,6562900.0,3330100.0,1752300.0,2894700.0
195,4683200.0,2023200.0,1762300.0,6562900.0,3330100.0,1752300.0,2894700.0,2364200.0
196,2023200.0,1762300.0,6562900.0,3330100.0,1752300.0,2894700.0,2364200.0,2527200.0
197,1762300.0,6562900.0,3330100.0,1752300.0,2894700.0,2364200.0,2527200.0,1586600.0
198,6562900.0,3330100.0,1752300.0,2894700.0,2364200.0,2527200.0,1586600.0,2547300.0
199,3330100.0,1752300.0,2894700.0,2364200.0,2527200.0,1586600.0,2547300.0,6790000.0
200,1752300.0,2894700.0,2364200.0,2527200.0,1586600.0,2547300.0,6790000.0,2599700.0
201,2894700.0,2364200.0,2527200.0,1586600.0,2547300.0,6790000.0,2599700.0,2908900.0
202,2364200.0,2527200.0,1586600.0,2547300.0,6790000.0,2599700.0,2908900.0,2420600.0
203,2527200.0,1586600.0,2547300.0,6790000.0,2599700.0,2908900.0,2420600.0,7114600.0
204,1586600.0,2547300.0,6790000.0,2599700.0,2908900.0,2420600.0,7114600.0,1961700.0
205,2547300.0,6790000.0,2599700.0,2908900.0,2420600.0,7114600.0,1961700.0,2694200.0
206,6790000.0,2599700.0,2908900.0,2420600.0,7114600.0,1961700.0,2694200.0,4175700.0
207,2599700.0,2908900.0,2420600.0,7114600.0,1961700.0,2694200.0,4175700.0,1603700.0
208,2908900.0,2420600.0,7114600.0,1961700.0,2694200.0,4175700.0,1603700.0,3678100.0
209,2420600.0,7114600.0,1961700.0,2694200.0,4175700.0,1603700.0,3678100.0,3754900.0
210,7114600.0,1961700.0,2694200.0,4175700.0,1603700.0,3678100.0,3754900.0,146623600.0
211,1961700.0,2694200.0,4175700.0,1603700.0,3678100.0,3754900.0,146623600.0,17667200.0
212,2694200.0,4175700.0,1603700.0,3678100.0,3754900.0,146623600.0,17667200.0,4064300.0
213,4175700.0,1603700.0,3678100.0,3754900.0,146623600.0,17667200.0,4064300.0,7221100.0
214,1603700.0,3678100.0,3754900.0,146623600.0,17667200.0,4064300.0,7221100.0,3497500.0
215,3678100.0,3754900.0,146623600.0,17667200.0,4064300.0,7221100.0,3497500.0,6602000.0
216,3754900.0,146623600.0,17667200.0,4064300.0,7221100.0,3497500.0,6602000.0,9613300.0
217,146623600.0,17667200.0,4064300.0,7221100.0,3497500.0,6602000.0,9613300.0,5894300.0
218,17667200.0,4064300.0,7221100.0,3497500.0,6602000.0,9613300.0,5894300.0,3949600.0
219,4064300.0,7221100.0,3497500.0,6602000.0,9613300.0,5894300.0,3949600.0,2454900.0
