,0,1,2,3,4,5,Xt
205,6825.0,6825.0,6750.0,6625.0,6700.0,6700.0,6600.0
206,6825.0,6750.0,6625.0,6700.0,6700.0,6600.0,6600.0
207,6750.0,6625.0,6700.0,6700.0,6600.0,6600.0,6650.0
208,6625.0,6700.0,6700.0,6600.0,6600.0,6650.0,6700.0
209,6700.0,6700.0,6600.0,6600.0,6650.0,6700.0,6600.0
210,6700.0,6600.0,6600.0,6650.0,6700.0,6600.0,6800.0
211,6600.0,6600.0,6650.0,6700.0,6600.0,6800.0,7000.0
212,6600.0,6650.0,6700.0,6600.0,6800.0,7000.0,7350.0
213,6650.0,6700.0,6600.0,6800.0,7000.0,7350.0,7450.0
214,6700.0,6600.0,6800.0,7000.0,7350.0,7450.0,7550.0
215,6600.0,6800.0,7000.0,7350.0,7450.0,7550.0,7550.0
216,6800.0,7000.0,7350.0,7450.0,7550.0,7550.0,7750.0
217,7000.0,7350.0,7450.0,7550.0,7550.0,7750.0,7725.0
218,7350.0,7450.0,7550.0,7550.0,7750.0,7725.0,7725.0
219,7450.0,7550.0,7550.0,7750.0,7725.0,7725.0,7600.0
220,7550.0,7550.0,7750.0,7725.0,7725.0,7600.0,7800.0
221,7550.0,7750.0,7725.0,7725.0,7600.0,7800.0,7675.0
222,7750.0,7725.0,7725.0,7600.0,7800.0,7675.0,7425.0
223,7725.0,7725.0,7600.0,7800.0,7675.0,7425.0,7600.0
224,7725.0,7600.0,7800.0,7675.0,7425.0,7600.0,7800.0
225,7600.0,7800.0,7675.0,7425.0,7600.0,7800.0,7650.0
226,7800.0,7675.0,7425.0,7600.0,7800.0,7650.0,7650.0
227,7675.0,7425.0,7600.0,7800.0,7650.0,7650.0,7925.0
228,7425.0,7600.0,7800.0,7650.0,7650.0,7925.0,7775.0
229,7600.0,7800.0,7650.0,7650.0,7925.0,7775.0,7850.0
230,7800.0,7650.0,7650.0,7925.0,7775.0,7850.0,8025.0
231,7650.0,7650.0,7925.0,7775.0,7850.0,8025.0,8200.0
232,7650.0,7925.0,7775.0,7850.0,8025.0,8200.0,8300.0
233,7925.0,7775.0,7850.0,8025.0,8200.0,8300.0,8350.0
234,7775.0,7850.0,8025.0,8200.0,8300.0,8350.0,8500.0
235,7850.0,8025.0,8200.0,8300.0,8350.0,8500.0,8775.0
236,8025.0,8200.0,8300.0,8350.0,8500.0,8775.0,8700.0
237,8200.0,8300.0,8350.0,8500.0,8775.0,8700.0,8700.0
238,8300.0,8350.0,8500.0,8775.0,8700.0,8700.0,8650.0
239,8350.0,8500.0,8775.0,8700.0,8700.0,8650.0,8700.0
240,8500.0,8775.0,8700.0,8700.0,8650.0,8700.0,0.0
241,8775.0,8700.0,8700.0,8650.0,8700.0,0.0,8650.0
